sample,image,grid,magnification
TCGA-AA-A01Z-01Z-00-DX1,/projects/rubinstein-lab/USERS/domans/COAD/cut/TCGA-AA-A01Z-01Z-00-DX1.9724B55C-C5D9-4C8B-AA05-76C21BA1F046.svs-175.tiff,,43
